objID,raMean,raMeanErr,decMean,decMeanErr,l,b,distance_Deg,sqrErr_Arcsec,BayesFactor,cntr,HtmID,ra,dec,sigra,sigdec,sigradec,cc_flags,ext_flg,ph_qual,moon_lev,w1mpro,w1sigmpro,w1rchi2,w1sat,w1mag,w1sigm,w1flg,w1mag_1,w1sigm_1,w1flg_1,w1mag_4,w1sigm_4,w1flg_4,w1mag_7,w1sigm_7,w1flg_7,w2mpro,w2sigmpro,w2rchi2,w2sat,w2mag,w2sigm,w2flg,w2mag_1,w2sigm_1,w2flg_1,w2mag_4,w2sigm_4,w2flg_4,w2mag_7,w2sigm_7,w2flg_7,w3mpro,w3sigmpro,w3rchi2,w3sat,w3mag,w3sigm,w3flg,w3mag_1,w3sigm_1,w3flg_1,w3mag_4,w3sigm_4,w3flg_4,w3mag_7,w3sigm_7,w3flg_7,w4mpro,w4sigmpro,w4rchi2,w4sat,w4mag,w4sigm,w4flg,w4mag_1,w4sigm_1,w4flg_1,w4mag_4,w4sigm_4,w4flg_4,w4mag_7,w4sigm_7,w4flg_7,gFPSFMag,gFPSFMagErr,gFKronMag,gFKronMagErr,gFApMag,gFApMagErr,gFmeanMagR5,gFmeanMagR5Err,gFmeanMagR6,gFmeanMagR6Err,gFmeanMagR7,gFmeanMagR7Err,gnTotal,gnIncPSFFlux,gnIncKronFlux,gnIncApFlux,gnIncR5,gnIncR6,gnIncR7,gFlags,gE1,gE2,rFPSFMag,rFPSFMagErr,rFKronMag,rFKronMagErr,rFApMag,rFApMagErr,rFmeanMagR5,rFmeanMagR5Err,rFmeanMagR6,rFmeanMagR6Err,rFmeanMagR7,rFmeanMagR7Err,rnTotal,rnIncPSFFlux,rnIncKronFlux,rnIncApFlux,rnIncR5,rnIncR6,rnIncR7,rFlags,rE1,rE2,iFPSFMag,iFPSFMagErr,iFKronMag,iFKronMagErr,iFApMag,iFApMagErr,iFmeanMagR5,iFmeanMagR5Err,iFmeanMagR6,iFmeanMagR6Err,iFmeanMagR7,iFmeanMagR7Err,inTotal,inIncPSFFlux,inIncKronFlux,inIncApFlux,inIncR5,inIncR6,inIncR7,iFlags,iE1,iE2,zFPSFMag,zFPSFMagErr,zFKronMag,zFKronMagErr,zFApMag,zFApMagErr,zFmeanMagR5,zFmeanMagR5Err,zFmeanMagR6,zFmeanMagR6Err,zFmeanMagR7,zFmeanMagR7Err,znTotal,znIncPSFFlux,znIncKronFlux,znIncApFlux,znIncR5,znIncR6,znIncR7,zFlags,zE1,zE2,yFPSFMag,yFPSFMagErr,yFKronMag,yFKronMagErr,yFApMag,yFApMagErr,yFmeanMagR5,yFmeanMagR5Err,yFmeanMagR6,yFmeanMagR6Err,yFmeanMagR7,yFmeanMagR7Err,ynTotal,ynIncPSFFlux,ynIncKronFlux,ynIncApFlux,ynIncR5,ynIncR6,ynIncR7,yFlags,yE1,yE2,EBV_Planck,EBV_PS1,class,prob_Galaxy,prob_Star,prob_QSO,extrapolation_Class,cellDistance_Class,cellID_Class,z_phot,z_photErr,z_phot0,extrapolation_Photoz,cellDistance_Photoz,cellID_Photoz
195373100910393540,310.09129027,0.00100000004749745,72.81041703,0.00100000004749745,106.856743683802,18.3764661033209,0.000237987221393278,0.0958729770154183,19304148123.8421,3113172601241027886,13719031097044,310.0920874,72.8104508,0.3256,0.29429999,0.050799999,0000,0,BBAA,0,18.108,0.15899999,0.84729999,0,17.753,0.495,1,18.423,0.52399999,0,17.076,0.333,1,15.27,0.105,1,17.027,0.20100001,0.9152,0,16.054001,-999,32,16.796,-999,32,15.943,-999,32,15.325,-999,32,11.208,0.057,1.43599999,0,10.789,-999,32,12.123,-999,32,10.87,-999,32,10.839,0.46900001,1,8.066,0.077,1.16299999,0,7.7680001,-999,32,8.915,-999,32,7.5500002,-999,32,6.796,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,0,0,-999,-999,22.2226009368896,0.137256994843483,22.2133007049561,0.35554900765419,22.1431007385254,0.341818004846573,22.0158004760742,0.724148988723755,21.8749008178711,0.959510982036591,21.2987003326416,0.902940988540649,21,5,5,5,5,5,5,16896056,0.0302351992577314,0.112355001270771,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,0,0,-999,-999,0.48052052,0.8362387,GALAXY,0.7741557,0.21411066,0.011733597,1,14.0725972846713,750,0.0122979190200567,0.0653016340802091,0.012668989,1,12.2521486148278,146
195373100922233363,310.09219124,0.12865999341011,72.81049238,0.12865999341011,106.856964760858,18.3762856642518,5.16784447086739E-05,0.11387105399092,641894631707.602,3113172601241027886,13719031097044,310.0920874,72.8104508,0.3256,0.29429999,0.050799999,0000,0,BBAA,0,18.108,0.15899999,0.84729999,0,17.753,0.495,1,18.423,0.52399999,0,17.076,0.333,1,15.27,0.105,1,17.027,0.20100001,0.9152,0,16.054001,-999,32,16.796,-999,32,15.943,-999,32,15.325,-999,32,11.208,0.057,1.43599999,0,10.789,-999,32,12.123,-999,32,10.87,-999,32,10.839,0.46900001,1,8.066,0.077,1.16299999,0,7.7680001,-999,32,8.915,-999,32,7.5500002,-999,32,6.796,-999,32,23.2926998138428,0.121738001704216,22.173999786377,0.373975992202759,22.2031993865967,0.222591996192932,22.4458999633789,0.786626994609833,23.0133991241455,2.06616997718811,22.0422992706299,1.35600996017456,16,3,3,3,3,3,3,16416,0.369035005569458,0.218452006578445,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,0,0,-999,-999,21.9113006591797,0.0867109969258308,22.1888008117676,0.255400985479355,21.8742008209229,0.190902993083,21.9340991973877,1.21713995933533,21.8253993988037,1.71527004241943,20.8607997894287,1.12241005897522,26,16,15,14,16,16,16,114720,0.186882004141808,0.096322700381279,21.0552997589111,0.22673000395298,21.1487998962402,0.363914996385574,21.2747993469238,0.270487010478973,21.2698001861572,0.812712013721466,21.2544002532959,1.25599002838135,20.6702003479004,1.17448997497559,16,6,6,5,6,6,6,115000,-0.0884146019816399,0.0621950998902321,20.5727005004883,0.264979004859924,21.57200050354,1.65661001205444,21.1534004211426,0.66144597530365,-999,-999,-999,-999,-999,-999,18,8,7,7,8,8,8,114720,-0.465604990720749,-0.665605008602142,0.48052052,0.8362387,QSO,0.15423346,0.10734999,0.73841655,1,16.3600789153694,460,-999,-999,-999,-999,-999,-999
